"Marca","Modelo","Ano","Combustível","Tração","Preçoref"
"527","Subaru","Impreza WRX 2.5 16V TB 4x4 5p","2009","Gasolina","4x4",72161
"528","Subaru","Impreza WRX 2.5 16V TB 4x4 5p","2010","Gasolina","4x4",74489
"529","Subaru","Impreza WRX 2.5 16V TB 4x4 5p","2011","Gasolina","4x4",90943
"530","Subaru","Impreza WRX 2.5 16V TB 4x4 5p","2012","Gasolina","4x4",93876
"531","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2008","Flex","4x4",48095
"532","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2009","Flex","4x4",51867
"533","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2010","Flex","4x4",56025
"534","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2011","Flex","4x4",59249
"535","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2012","Flex","4x4",82201
"536","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2013","Flex","4x4",86587
"537","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2014","Flex","4x4",92936
"538","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2015","Flex","4x4",106479
"539","Honda","CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.","2016","Flex","4x4",109482
"540","Mitsubishi","Pajero TR4 GLS 2.0 Flex 16V 4x4 Mec.","2008","Flex","4x4",39507
"541","Mitsubishi","Pajero TR4 GLS 2.0 Flex 16V 4x4 Mec.","2009","Flex","4x4",40622
"542","Mitsubishi","Pajero TR4 GLS 2.0 Flex 16V 4x4 Mec.","2010","Flex","4x4",48016
"543","Mitsubishi","Pajero TR4 GLS 2.0 Flex 16V 4x4 Mec.","2011","Flex","4x4",50100
"544","Mitsubishi","Pajero TR4 GLS 2.0 Flex 16V 4x4 Mec.","2012","Flex","4x4",58141
"545","Mercedes-Benz","ML-320 3.0 V6 224cv 4x4 diesel","2007","Gasolina","4x4",77760
"546","Mercedes-Benz","ML-320 3.0 V6 224cv 4x4 diesel","2008","Gasolina","4x4",84956
"547","Mercedes-Benz","ML-320 3.0 V6 224cv 4x4 diesel","2009","Gasolina","4x4",89447
"548","Audi","Q7 3.6 V6 284cv Quattro Tiptronic","2008","Gasolina","AWD",68233
"549","Audi","Q7 3.6 V6 284cv Quattro Tiptronic","2009","Gasolina","AWD",71710
"550","Audi","Q7 3.6 V6 284cv Quattro Tiptronic","2010","Gasolina","AWD",102325
"551","Subaru","Impreza WRX STI 2.5 16V TB 4x4","2008","Gasolina","4x4",94029
"552","Subaru","Impreza WRX STI 2.5 16V TB 4x4","2009","Gasolina","4x4",100722
"553","Subaru","Impreza WRX STI 2.5 16V TB 4x4","2010","Gasolina","4x4",103563
"554","Subaru","Impreza WRX STI 2.5 16V TB 4x4","2011","Gasolina","4x4",131615
"555","Subaru","Impreza WRX STI 2.5 16V TB 4x4","2012","Gasolina","4x4",135327
"556","Subaru","Impreza WRX STI 2.5 16V TB 4x4","2013","Gasolina","4x4",153896
"557","Subaru","Impreza WRX STI 2.5 16V TB 4x4","2014","Gasolina","4x4",161792
"558","Audi","A4 3.2 FSI 24V 269cv Quattro Tiptronic","2009","Gasolina","AWD",64597
"559","Audi","A4 3.2 FSI 24V 269cv Quattro Tiptronic","2010","Gasolina","AWD",70427
"560","Audi","A4 3.2 FSI 24V 269cv Quattro Tiptronic","2011","Gasolina","AWD",82430
"561","Audi","A4 3.2 FSI 24V 269cv Quattro Tiptronic","2012","Gasolina","AWD",94692
"562","GM - Chevrolet","CAPTIVA SPORT AWD 3.6 V6 24V 261cv 4x4","2008","Gasolina","4x4",35524
"563","GM - Chevrolet","CAPTIVA SPORT AWD 3.6 V6 24V 261cv 4x4","2009","Gasolina","4x4",38515
"564","GM - Chevrolet","CAPTIVA SPORT AWD 3.6 V6 24V 261cv 4x4","2010","Gasolina","4x4",40336
"565","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Aut.","2009","Diesel","4x4",81669
"566","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Aut.","2010","Diesel","4x4",86338
"567","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Aut.","2011","Diesel","4x4",90606
"568","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Aut.","2012","Diesel","4x4",101041
"569","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Aut.","2013","Diesel","4x4",103891
"570","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Mec.","2009","Diesel","4x4",77590
"571","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Mec.","2010","Diesel","4x4",81296
"572","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Mec.","2011","Diesel","4x4",89482
"573","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Mec.","2012","Diesel","4x4",93497
"574","Nissan","Frontier LE CD 4x4 2.5 TB Diesel Mec.","2013","Diesel","4x4",101608
"575","Nissan","Frontier SE/SE Strik CD 4x4 2.5 TB Dies.","2009","Diesel","4x4",80239
"576","Nissan","Frontier SE/SE Strik CD 4x4 2.5 TB Dies.","2010","Diesel","4x4",82503
"577","Nissan","Frontier SE/SE Strik CD 4x4 2.5 TB Dies.","2011","Diesel","4x4",88526
"578","Nissan","Frontier SE/SE Strik CD 4x4 2.5 TB Dies.","2012","Diesel","4x4",91400
"579","GREAT WALL","HOVER CUV 2.4 16V 4WD 5p Mec.","2007","Gasolina","4x4",35931
"580","GREAT WALL","HOVER CUV 2.4 16V 4WD 5p Mec.","2008","Gasolina","4x4",39202
"581","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2007","Diesel","4x4",77375
"582","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2008","Diesel","4x4",88064
"583","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2009","Diesel","4x4",99994
"584","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2010","Diesel","4x4",109638
"585","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2011","Diesel","4x4",119693
"586","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2012","Diesel","4x4",130734
"587","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2013","Diesel","4x4",143854
"588","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2014","Diesel","4x4",164077
"589","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2015","Diesel","4x4",189046
"590","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2016","Diesel","4x4",201817
"591","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2017","Diesel","4x4",233432
"592","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2018","Diesel","4x4",250020
"593","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2019","Diesel","4x4",287681
"594","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut","2020","Diesel","4x4",340197
"595","Ford","EDGE SEL 3.5 V6 24V AWD Aut.","2009","Gasolina","AWD",47246
"596","Ford","EDGE SEL 3.5 V6 24V AWD Aut.","2010","Gasolina","AWD",53448
"597","Ford","EDGE SEL 3.5 V6 24V AWD Aut.","2011","Gasolina","AWD",57911
"598","Ford","EDGE SEL 3.5 V6 24V AWD Aut.","2012","Gasolina","AWD",65038
"599","Land Rover","Defender 110 SVX Lim.Edit. 2.4 T.Diesel","2009","Diesel","4x4",217245
"600","Land Rover","Defender 90 SVX Lim.Edit. 2.4 T.Diesel","2009","Diesel","4x4",202811
"601","Volvo","XC 60 3.0 AWD 5p","2009","Gasolina","AWD",51157
"602","Volvo","XC 60 3.0 AWD 5p","2010","Gasolina","AWD",57505
"603","Volvo","XC 60 3.0 AWD 5p","2011","Gasolina","AWD",60947
"604","Volvo","XC 60 3.0 AWD 5p","2012","Gasolina","AWD",82225
"605","Volvo","XC 60 3.0 AWD 5p","2013","Gasolina","AWD",88920
"606","Volvo","XC 60 3.0 AWD 5p","2014","Gasolina","AWD",108991
"607","Volvo","XC 60 3.0 AWD 5p","2015","Gasolina","AWD",147063
"608","Mercedes-Benz","GLK 280 3.0 V6 24V 4x4 231cv Aut.","2009","Gasolina","4x4",68208
"609","Ford","Ranger XLS 3.0 PSE Storm 4x4 CD TB Dies.","2009","Diesel","4x4",54924
"610","Kia Motors","MOHAVE EX 3.8 V6 24V 275cv 4x4 Aut.","2009","Gasolina","4x4",50014
"611","Kia Motors","MOHAVE EX 3.8 V6 24V 275cv 4x4 Aut.","2010","Gasolina","4x4",51426
"612","Kia Motors","MOHAVE EX 3.8 V6 24V 275cv 4x4 Aut.","2011","Gasolina","4x4",60121
"613","Kia Motors","MOHAVE EX 3.8 V6 24V 275cv 4x4 Aut.","2012","Gasolina","4x4",68749
"614","Kia Motors","MOHAVE EX 3.8 V6 24V 275cv 4x4 Aut.","2013","Gasolina","4x4",89215
"615","Suzuki","Grand Vitara 3.2 24V 4WD 5p Aut.","2009","Gasolina","4x4",51002
"616","Suzuki","Grand Vitara 3.2 24V 4WD 5p Aut.","2010","Gasolina","4x4",56481
"617","Suzuki","Grand Vitara 3.2 24V 4WD 5p Aut.","2011","Gasolina","4x4",58074
"618","Toyota","Hilux SW4 SRV 4x4 4.0 V6 24V Aut.","2009","Gasolina","4x4",86125
"619","Toyota","Hilux SW4 SRV 4x4 4.0 V6 24V Aut.","2010","Gasolina","4x4",90999
"620","Toyota","Hilux SW4 SRV 4x4 4.0 V6 24V Aut.","2011","Gasolina","4x4",101696
"621","Toyota","Hilux SW4 SRV 4x4 4.0 V6 24V Aut.","2012","Gasolina","4x4",137466
"622","Toyota","Hilux SW4 SRV 4x4 4.0 V6 24V Aut.","2013","Gasolina","4x4",143692
"623","Ford","Fusion SEL 3.0 V6 AWD 24V 243cv Aut.","2010","Gasolina","AWD",41602
"624","Ford","Fusion SEL 3.0 V6 AWD 24V 243cv Aut.","2011","Gasolina","AWD",44125
"625","Ford","Fusion SEL 3.0 V6 AWD 24V 243cv Aut.","2012","Gasolina","AWD",49163
"626","Audi","A4 3.2 FSI Avant 24V Quattro S Tronic","2009","Gasolina","AWD",67400
"627","Audi","A4 3.2 FSI Avant 24V Quattro S Tronic","2010","Gasolina","AWD",82956
"628","Audi","A4 3.2 FSI Avant 24V Quattro S Tronic","2011","Gasolina","AWD",94724
"629","Audi","A4 3.2 FSI Avant 24V Quattro S Tronic","2012","Gasolina","AWD",101409
"630","Audi","Q5 2.0 16V TFSI Quattro S Tronic","2009","Gasolina","AWD",71296
"631","Audi","Q5 2.0 16V TFSI Quattro S Tronic","2010","Gasolina","AWD",76486
"632","Audi","Q5 2.0 16V TFSI Quattro S Tronic","2011","Gasolina","AWD",78643
"633","Audi","Q5 2.0 16V TFSI Quattro S Tronic","2012","Gasolina","AWD",84725
"634","Audi","Q5 2.0 16V TFSI Quattro S Tronic","2013","Gasolina","AWD",101153
"635","Audi","A6 3.0 TB FSI V6 Quattro Tiptronic","2009","Gasolina","AWD",71117
"636","Audi","A6 3.0 TB FSI V6 Quattro Tiptronic","2010","Gasolina","AWD",74812
"637","Audi","A6 3.0 TB FSI V6 Quattro Tiptronic","2011","Gasolina","AWD",103745
"638","Audi","A6 3.0 TB FSI V6 Quattro Tiptronic","2012","Gasolina","AWD",124484
"639","Audi","Q5 3.2 FSI V6 Quattro S Tronic","2009","Gasolina","AWD",75816
"640","Audi","Q5 3.2 FSI V6 Quattro S Tronic","2010","Gasolina","AWD",86934
"641","Audi","Q5 3.2 FSI V6 Quattro S Tronic","2011","Gasolina","AWD",89387
"642","Audi","Q5 3.2 FSI V6 Quattro S Tronic","2012","Gasolina","AWD",97181
"643","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.","2009","Diesel","4x4",99345
"644","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.","2010","Diesel","4x4",102147
"645","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.","2011","Diesel","4x4",107330
"646","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.","2012","Diesel","4x4",110828
"647","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.","2013","Diesel","4x4",119812
"648","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.","2014","Diesel","4x4",138698
"649","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Aut.","2015","Diesel","4x4",145084
"650","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.","2009","Diesel","4x4",81232
"651","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.","2010","Diesel","4x4",91775
"652","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.","2011","Diesel","4x4",95078
"653","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.","2012","Diesel","4x4",97760
"654","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.","2013","Diesel","4x4",105401
"655","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.","2014","Diesel","4x4",108374
"656","Mitsubishi","Pajero DAKAR 3.2 4x4 T.I. Dies. 5p Mec.","2015","Diesel","4x4",138176
"657","Mitsubishi","Pajero Sport 3.5 V6 Flex 4x4 Aut.","2010","Flex","4x4",51740
"658","Mitsubishi","Pajero Sport 3.5 V6 Flex 4x4 Aut.","2011","Flex","4x4",56898
"659","Kia Motors","MOHAVE EX 4.6 V8 32V 340cv 4x4 Aut.","2009","Gasolina","4x4",54669
"660","Kia Motors","MOHAVE EX 4.6 V8 32V 340cv 4x4 Aut.","2010","Gasolina","4x4",68890
"661","Kia Motors","MOHAVE EX 4.6 V8 32V 340cv 4x4 Aut.","2011","Gasolina","4x4",73654
"662","Kia Motors","MOHAVE EX 4.6 V8 32V 340cv 4x4 Aut.","2012","Gasolina","4x4",88711
"663","Suzuki","SX4 2.0 16V 145cv 4WD 5p Aut.","2008","Gasolina","4x4",26708
"664","Suzuki","SX4 2.0 16V 145cv 4WD 5p Aut.","2009","Gasolina","4x4",27872
"665","Suzuki","SX4 2.0 16V 145cv 4WD 5p Aut.","2010","Gasolina","4x4",32726
"666","Suzuki","SX4 2.0 16V 145cv 4WD 5p Aut.","2011","Gasolina","4x4",38142
"667","Suzuki","SX4 2.0 16V 145cv 4WD 5p Aut.","2012","Gasolina","4x4",39836
"668","Suzuki","SX4 2.0 16V 145cv 4WD 5p Aut.","2013","Gasolina","4x4",46659
"669","Suzuki","SX4 2.0 16V 145cv 4WD 5p Aut.","2014","Gasolina","4x4",51561
"670","Suzuki","SX4 2.0 16V 145cv 4WD 5p Aut.","2015","Gasolina","4x4",56734
"671","Suzuki","SX4 2.0 16V 145cv 4WD 5p Mec.","2008","Gasolina","4x4",25696
"672","Suzuki","SX4 2.0 16V 145cv 4WD 5p Mec.","2009","Gasolina","4x4",26519
"673","Suzuki","SX4 2.0 16V 145cv 4WD 5p Mec.","2010","Gasolina","4x4",32435
"674","Suzuki","SX4 2.0 16V 145cv 4WD 5p Mec.","2011","Gasolina","4x4",33351
"675","Suzuki","SX4 2.0 16V 145cv 4WD 5p Mec.","2012","Gasolina","4x4",37250
"676","Suzuki","SX4 2.0 16V 145cv 4WD 5p Mec.","2013","Gasolina","4x4",44503
"677","Suzuki","SX4 2.0 16V 145cv 4WD 5p Mec.","2014","Gasolina","4x4",45759
"678","Suzuki","SX4 2.0 16V 145cv 4WD 5p Mec.","2015","Gasolina","4x4",49883
"679","BMW","X5 Security 4.8is 4x4 V8 32V 355cv Aut.","2009","Gasolina","4x4",169977
"680","BMW","X5 Security 4.8is 4x4 V8 32V 355cv Aut.","2010","Gasolina","4x4",186245
"681","Mercedes-Benz","ML-350 3.0 V6  4x4 Diesel","2010","Diesel","4x4",99805
"682","Mercedes-Benz","ML-350 3.0 V6  4x4 Diesel","2011","Diesel","4x4",110147
"683","Mercedes-Benz","ML-350 3.0 V6  4x4 Diesel","2012","Diesel","4x4",154420
"684","Mercedes-Benz","ML-350 3.0 V6  4x4 Diesel","2013","Diesel","4x4",161580
"685","Mercedes-Benz","ML-350 3.0 V6  4x4 Diesel","2014","Diesel","4x4",170341
"686","Mercedes-Benz","ML-350 3.0 V6  4x4 Diesel","2015","Diesel","4x4",185580
"687","Land Rover","Defender 110 LE FIRE & ICE 2.4 T. Diesel","2010","Diesel","4x4",310443
"688","Land Rover","Defender 90 LE FIRE & ICE 2.4 T. Diesel","2010","Diesel","4x4",207165
"689","Land Rover","Discovery4 SE 2.7 4x4 TDV6 Diesel Aut.","2010","Diesel","4x4",88514
"690","Audi","A5 3.2 FSI V6 24V 269cv Quattro Tiptroni","2010","Gasolina","AWD",93358
"691","Audi","A5 3.2 FSI V6 24V 269cv Quattro Tiptroni","2011","Gasolina","AWD",96370
"692","Audi","S3 Sportback 2.0 TFSI Quattro S Tronic","2010","Gasolina","AWD",97609
"693","Audi","S3 Sportback 2.0 TFSI Quattro S Tronic","2011","Gasolina","AWD",107742
"694","Audi","S3 Sportback 2.0 TFSI Quattro S Tronic","2012","Gasolina","AWD",116237
"695","Audi","S3 Sportback 2.0 TFSI Quattro S Tronic","2013","Gasolina","AWD",119986
"696","Audi","S3 Sportback 2.0 TFSI Quattro S Tronic","2014","Gasolina","AWD",180330
"697","Audi","S3 Sportback 2.0 TFSI Quattro S Tronic","2015","Gasolina","AWD",189512
"698","Audi","S3 Sportback 2.0 TFSI Quattro S Tronic","2016","Gasolina","AWD",198538
"699","Audi","TTS 2.0 TFSI QUATTRO S Tronic","2010","Gasolina","AWD",168599
"700","Audi","TTS 2.0 TFSI QUATTRO S Tronic","2011","Gasolina","AWD",176916
"701","Audi","TTS 2.0 TFSI QUATTRO S Tronic","2012","Gasolina","AWD",181905
"702","Audi","TTS 2.0 TFSI QUATTRO S Tronic","2013","Gasolina","AWD",190401
"703","Audi","TTS 2.0 TFSI QUATTRO S Tronic","2014","Gasolina","AWD",197860
"704","Audi","TTS 2.0 TFSI QUATTRO S Tronic","2016","Gasolina","AWD",280293
"705","Audi","TTS 2.0 TFSI QUATTRO S Tronic","2017","Gasolina","AWD",339900
"706","Audi","TTS 2.0 TFSI QUATTRO S Tronic","2018","Gasolina","AWD",361758
"707","Audi","TTS Roadster 2.0 TB FSI Quattro S Tronic","2010","Gasolina","AWD",168946
"708","Audi","TTS Roadster 2.0 TB FSI Quattro S Tronic","2011","Gasolina","AWD",180844
"709","Audi","TTS Roadster 2.0 TB FSI Quattro S Tronic","2012","Gasolina","AWD",187319
"710","Audi","TTS Roadster 2.0 TB FSI Quattro S Tronic","2013","Gasolina","AWD",193188
"711","Audi","TTS Roadster 2.0 TB FSI Quattro S Tronic","2014","Gasolina","AWD",203323
"712","Audi","TTS Roadster 2.0 TB FSI Quattro S Tronic","2016","Gasolina","AWD",292966
"713","Audi","TTS Roadster 2.0 TB FSI Quattro S Tronic","2017","Gasolina","AWD",349132
"714","Audi","TTS Roadster 2.0 TB FSI Quattro S Tronic","2018","Gasolina","AWD",386003
"715","Land Rover","Discovery4 S 2.7 4x4 TDV6 Diesel Aut.","2010","Diesel","4x4",89490
"716","Land Rover","Discovery4 S 2.7 4x4 TDV6 Diesel Aut.","2011","Diesel","4x4",103958
"717","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2010","Diesel","4x4",97480
"718","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2011","Diesel","4x4",116130
"719","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2012","Diesel","4x4",119405
"720","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2013","Diesel","4x4",149055
"721","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2014","Diesel","4x4",257308
"722","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2015","Diesel","4x4",297709
"723","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2016","Diesel","4x4",334124
"724","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2017","Diesel","4x4",385487
"725","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2018","Diesel","4x4",525579
"726","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2019","Diesel","4x4",569395
"727","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2020","Diesel","4x4",629954
"728","Land Rover","Range R.Sport SE 3.0 4x4 TDV6/SDV6 Dies.","2021","Diesel","4x4",648765
"729","Mercedes-Benz","GLK 300 3.0 V6 24V 4x4 231cv Aut.","2010","Gasolina","4x4",76508
"730","Mercedes-Benz","GLK 300 3.0 V6 24V 4x4 231cv Aut.","2011","Gasolina","4x4",82519
"731","Mercedes-Benz","GLK 300 3.0 V6 24V 4x4 231cv Aut.","2012","Gasolina","4x4",89918
"732","Mercedes-Benz","GLK 300 3.0 V6 24V 4x4 231cv Aut.","2013","Gasolina","4x4",100819
"733","Nissan","Frontier XE  CD 4x4 2.5 TB Diesel","2009","Diesel","4x4",69148
"734","Nissan","Frontier XE  CD 4x4 2.5 TB Diesel","2010","Diesel","4x4",78296
"735","Nissan","Frontier XE  CD 4x4 2.5 TB Diesel","2011","Diesel","4x4",80505
"736","Nissan","Frontier XE  CD 4x4 2.5 TB Diesel","2012","Diesel","4x4",85745
"737","Nissan","Frontier XE  CD 4x4 2.5 TB Diesel","2013","Diesel","4x4",91466
"738","Land Rover","Discovery4 HSE 2.7 4x4 TDV6 Diesel Aut.","2010","Diesel","4x4",92641
"739","Land Rover","Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut","2010","Diesel","4x4",109705
"740","Land Rover","Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut","2011","Diesel","4x4",121528
"741","Land Rover","Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut","2012","Diesel","4x4",134293
"742","Land Rover","Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut","2013","Diesel","4x4",162733
"743","Land Rover","Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut","2014","Diesel","4x4",183660
"744","Land Rover","Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut","2015","Diesel","4x4",224413
"745","Land Rover","Discovery4 HSE 3.0 4x4 TDV6/SDV6 Die.Aut","2016","Diesel","4x4",258223
"746","Land Rover","Discovery4 HSE 5.0 4x4 Aut.","2010","Gasolina","4x4",79750
"747","Land Rover","Discovery4 HSE 5.0 4x4 Aut.","2011","Gasolina","4x4",92158
"748","Land Rover","Discovery4 HSE 5.0 4x4 Aut.","2012","Gasolina","4x4",127859
"749","Land Rover","Discovery4 HSE 5.0 4x4 Aut.","2013","Gasolina","4x4",160450
"750","Land Rover","Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.","2010","Diesel","4x4",99983
"751","Land Rover","Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.","2011","Diesel","4x4",105709
"752","Land Rover","Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.","2012","Diesel","4x4",120715
"753","Land Rover","Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.","2013","Diesel","4x4",140891
"754","Land Rover","Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.","2014","Diesel","4x4",173953
"755","Land Rover","Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.","2015","Diesel","4x4",198328
"756","Land Rover","Discovery4 SE 3.0 4x4 TDV6/SDV6 Die.Aut.","2016","Diesel","4x4",243527
"757","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2010","Diesel","4x4",112732
"758","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2011","Diesel","4x4",128291
"759","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2012","Diesel","4x4",142750
"760","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2013","Diesel","4x4",153979
"761","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2014","Diesel","4x4",257505
"762","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2015","Diesel","4x4",316833
"763","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2016","Diesel","4x4",336696
"764","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2017","Diesel","4x4",398163
"765","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2018","Diesel","4x4",549995
"766","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2019","Diesel","4x4",583199
"767","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2020","Diesel","4x4",650020
"768","Land Rover","Range Rover Sport HSE 3.0 4x4 SDV6 Dies.","2021","Diesel","4x4",671894
"769","BMW","X1 XDRIVE 28i 3.0 24V 4x4 Aut.","2010","Gasolina","4x4",73601
"770","BMW","X1 XDRIVE 28i 3.0 24V 4x4 Aut.","2011","Gasolina","4x4",77811
"771","BMW","X1 XDRIVE 28i 3.0 24V 4x4 Aut.","2012","Gasolina","4x4",83121
"772","Audi","S6 5.2 Avant FSI V10 435cv Quattro Tiptr","2010","Gasolina","AWD",206501
"773","Audi","S6 5.2 Avant FSI V10 435cv Quattro Tiptr","2011","Gasolina","AWD",212325
"774","Audi","S6 5.2 FSI V10 435cv Quattro Tiptronic","2010","Gasolina","AWD",168366
"775","Audi","S6 5.2 FSI V10 435cv Quattro Tiptronic","2011","Gasolina","AWD",208393
"776","BMW","X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2010","Gasolina","4x4",142240
"777","BMW","X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2011","Gasolina","4x4",148541
"778","BMW","X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2012","Gasolina","4x4",185055
"779","BMW","X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2017","Gasolina","4x4",447989
"780","BMW","X5 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2018","Gasolina","4x4",460621
"781","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2010","Gasolina","4x4",146926
"782","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2011","Gasolina","4x4",155425
"783","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2012","Gasolina","4x4",169215
"784","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2013","Gasolina","4x4",202017
"785","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2014","Gasolina","4x4",225146
"786","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2015","Gasolina","4x4",315183
"787","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2016","Gasolina","4x4",380963
"788","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2017","Gasolina","4x4",440273
"789","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2018","Gasolina","4x4",533883
"790","BMW","X6 M 4.4 4x4 V8 32V Bi-Turbo Aut.","2019","Gasolina","4x4",619950
