"Marca","Modelo","Ano","Combustível","Tração","Preçoref"
"263","Troller","T-4 4x4 3.0 TB Int. Cap. Rígida Diesel","2007","Diesel","4x4",84007
"264","Troller","T-4 4x4 3.0 TB Int. Cap. Rígida Diesel","2008","Diesel","4x4",88907
"265","Troller","T-4 4x4 3.0 TB Int. Cap. Rígida Diesel","2009","Diesel","4x4",91415
"266","Troller","T-4 4x4 3.0 TB Int. Cap. Rígida Diesel","2010","Diesel","4x4",99468
"267","Troller","T-4 4x4 3.0 TB Int. Cap. Rígida Diesel","2011","Diesel","4x4",102274
"268","Troller","T-4 4x4 3.0 TB Int. Cap. Rígida Diesel","2012","Diesel","4x4",106931
"269","Volvo","V70 R 2.5 300cv AWD Aut.","2007","Gasolina","AWD",79060
"270","Volvo","V70 R 2.5 300cv AWD Mec.","2007","Gasolina","AWD",62685
"271","Volvo","XC 90 2.5T 210cv AWD 5p","2007","Gasolina","AWD",38013
"272","Volvo","XC 90 4.4 V8 315cv AWD 5p","2007","Gasolina","AWD",41779
"273","Volvo","XC 90 4.4 V8 315cv AWD 5p","2008","Gasolina","AWD",44120
"274","Volvo","XC 90 4.4 V8 315cv AWD 5p","2009","Gasolina","AWD",48038
"275","Volvo","XC 90 4.4 V8 315cv AWD 5p","2010","Gasolina","AWD",52870
"276","Volvo","XC 90 4.4 V8 315cv AWD 5p","2011","Gasolina","AWD",79152
"277","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2007","Gasolina","AWD",56782
"278","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2008","Gasolina","AWD",58765
"279","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2009","Gasolina","AWD",60700
"280","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2010","Gasolina","AWD",62933
"281","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2011","Gasolina","AWD",94450
"282","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2012","Gasolina","AWD",97346
"283","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2013","Gasolina","AWD",115096
"284","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2014","Gasolina","AWD",142058
"285","VW - VolksWagen","TOUAREG 4.2 32V V8  Tiptronic 5p","2016","Gasolina","AWD",209765
"286","Ford","Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel","2007","Diesel","4x4",55124
"287","Ford","Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel","2008","Diesel","4x4",57549
"288","Ford","Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel","2009","Diesel","4x4",60313
"289","Ford","Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel","2010","Diesel","4x4",69400
"290","Ford","Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel","2011","Diesel","4x4",73433
"291","Ford","Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel","2012","Diesel","4x4",75505
"292","Ford","Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel","2007","Diesel","4x4",53233
"293","Ford","Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel","2008","Diesel","4x4",54724
"294","Ford","Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel","2009","Diesel","4x4",56257
"295","Ford","Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel","2010","Diesel","4x4",59254
"296","Ford","Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel","2011","Diesel","4x4",73433
"297","Ford","Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel","2012","Diesel","4x4",75505
"298","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2007","Diesel","4x4",106106
"299","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2008","Diesel","4x4",112875
"300","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2009","Diesel","4x4",121275
"301","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2010","Diesel","4x4",126610
"302","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2011","Diesel","4x4",135440
"303","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2012","Diesel","4x4",154412
"304","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2013","Diesel","4x4",160168
"305","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2014","Diesel","4x4",173521
"306","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut","2015","Diesel","4x4",182521
"307","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec","2007","Diesel","4x4",93167
"308","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec","2008","Diesel","4x4",101604
"309","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec","2009","Diesel","4x4",104882
"310","Toyota","Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec","2010","Diesel","4x4",108173
"311","VW - VolksWagen","TOUAREG 3.2 24V V6 Tiptronic 5p","2007","Gasolina","AWD",42313
"312","VW - VolksWagen","TOUAREG 3.2 24V V6 Tiptronic 5p","2008","Gasolina","AWD",43507
"313","Subaru","Forester XT 2.5 16V 4x4 Turbo Aut.","2007","Gasolina","4x4",33794
"314","Subaru","Forester XT 2.5 16V 4x4 Turbo Aut.","2008","Gasolina","4x4",39439
"315","Subaru","Forester XT 2.5 16V 4x4 Turbo Aut.","2009","Gasolina","4x4",46341
"316","Subaru","Forester XT 2.5 16V 4x4 Turbo Aut.","2010","Gasolina","4x4",49265
"317","Subaru","Forester XT 2.5 16V 4x4 Turbo Aut.","2011","Gasolina","4x4",63521
"318","Subaru","Forester XT 2.5 16V 4x4 Turbo Aut.","2012","Gasolina","4x4",65313
"319","Subaru","Impreza SD WRX 2.5 16V TB 4x4 4p","2007","Gasolina","4x4",78971
"320","Subaru","Impreza SD WRX 2.5 16V TB 4x4 4p","2009","Gasolina","4x4",85900
"321","Subaru","Impreza SD WRX 2.5 16V TB 4x4 4p","2010","Gasolina","4x4",88556
"322","Subaru","Impreza SD WRX 2.5 16V TB 4x4 4p","2011","Gasolina","4x4",110295
"323","Subaru","Impreza SD WRX 2.5 16V TB 4x4 4p","2012","Gasolina","4x4",113252
"324","Subaru","Impreza SD WRX 2.5 16V TB 4x4 4p","2014","Gasolina","4x4",116634
"325","Subaru","Impreza SW WRX 2.5 16V TB 4x4 5p","2007","Gasolina","4x4",60023
"326","Dodge","Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies.","2007","Diesel","4x4",127316
"327","Dodge","Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies.","2008","Diesel","4x4",131422
"328","Dodge","Ram 2500 H.DUTY 5.9 SLT TDI CS 4x4 Dies.","2009","Diesel","4x4",137498
"329","Kia Motors","Sorento EX 2.5 16V 4x4 Mec. Diesel","2007","Diesel","4x4",42838
"330","Kia Motors","Sorento EX 2.5 16V 4x4 Mec. Diesel","2008","Diesel","4x4",48510
"331","Kia Motors","Sorento EX 2.5 16V 4x4 Mec. Diesel","2009","Diesel","4x4",49879
"332","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2007","Diesel","4x4",77178
"333","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2008","Diesel","4x4",79967
"334","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2009","Diesel","4x4",96581
"335","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2010","Diesel","4x4",104121
"336","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2011","Diesel","4x4",118121
"337","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2012","Diesel","4x4",121452
"338","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2013","Diesel","4x4",135559
"339","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2014","Diesel","4x4",163395
"340","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2015","Diesel","4x4",168480
"341","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2016","Diesel","4x4",189130
"342","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2017","Diesel","4x4",195230
"343","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2018","Diesel","4x4",221818
"344","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2019","Diesel","4x4",259859
"345","Mitsubishi","Pajero HPE Full 3.2 4x4 T.I.Dies.3p Aut.","2020","Diesel","4x4",267896
"346","Mitsubishi","Pajero Sport HPE 3.5 4x4 200cv Aut.","2007","Gasolina","4x4",42130
"347","Mitsubishi","Pajero Sport HPE 3.5 4x4 200cv Aut.","2008","Gasolina","4x4",43396
"348","Mitsubishi","Pajero Sport HPE 3.5 4x4 200cv Aut.","2009","Gasolina","4x4",44612
"349","Toyota","RAV4 2.4 4x4 16V 170cv Aut.","2007","Gasolina","4x4",45242
"350","Toyota","RAV4 2.4 4x4 16V 170cv Aut.","2008","Gasolina","4x4",48073
"351","Toyota","RAV4 2.4 4x4 16V 170cv Aut.","2009","Gasolina","4x4",50456
"352","Toyota","RAV4 2.4 4x4 16V 170cv Aut.","2010","Gasolina","4x4",57075
"353","Toyota","RAV4 2.4 4x4 16V 170cv Aut.","2011","Gasolina","4x4",61868
"354","Toyota","RAV4 2.4 4x4 16V 170cv Aut.","2012","Gasolina","4x4",68920
"355","Troller","PANTANAL 3.0 TDI Elet. 4x4 CS Diesel","2007","Diesel","4x4",36848
"356","Ford","F-250 XL 3.9 4x4 TB Diesel","2007","Diesel","4x4",93064
"357","Ford","F-250 XL 3.9 4x4 TB Diesel","2008","Diesel","4x4",95972
"358","Ford","F-250 XL 3.9 4x4 TB Diesel","2009","Diesel","4x4",99522
"359","Ford","F-250 XL 3.9 4x4 TB Diesel","2010","Diesel","4x4",103236
"360","Ford","F-250 XL 3.9 4x4 TB Diesel","2011","Diesel","4x4",106521
"361","Ford","F-250 XLT 3.9 4x4 CD TB Diesel","2007","Diesel","4x4",148420
"362","Ford","F-250 XLT 3.9 4x4 CD TB Diesel","2008","Diesel","4x4",152605
"363","Ford","F-250 XLT 3.9 4x4 CD TB Diesel","2009","Diesel","4x4",160824
"364","Ford","F-250 XLT 3.9 4x4 CD TB Diesel","2010","Diesel","4x4",183352
"365","Ford","F-250 XLT 3.9 4x4 CD TB Diesel","2011","Diesel","4x4",190299
"366","Ford","F-250 XLT 3.9 4x4 TB Diesel","2007","Diesel","4x4",129758
"367","Ford","F-250 XLT 3.9 4x4 TB Diesel","2008","Diesel","4x4",135744
"368","Ford","F-250 XLT 3.9 4x4 TB Diesel","2009","Diesel","4x4",139545
"369","Ford","F-250 XLT 3.9 4x4 TB Diesel","2010","Diesel","4x4",143453
"370","Ford","F-250 XLT 3.9 4x4 TB Diesel","2011","Diesel","4x4",176198
"371","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Aut.","2007","Diesel","4x4",56881
"372","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Aut.","2008","Diesel","4x4",60039
"373","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Aut.","2009","Diesel","4x4",63626
"374","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Aut.","2010","Diesel","4x4",67135
"375","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Aut.","2011","Diesel","4x4",75740
"376","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Mec.","2007","Diesel","4x4",56814
"377","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Mec.","2008","Diesel","4x4",58405
"378","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Mec.","2009","Diesel","4x4",60041
"379","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Mec.","2010","Diesel","4x4",62707
"380","Mitsubishi","Pajero Sport HPE 2.5 4x4 Diesel Mec.","2011","Diesel","4x4",64892
"381","Nissan","XTerra ECOTRIP 4x4 140cv 2.8 TB Int.Dies","2007","Diesel","4x4",62979
"382","Mitsubishi","L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel","2007","Diesel","4x4",53026
"383","Mitsubishi","L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel","2008","Diesel","4x4",54997
"384","Mitsubishi","L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel","2009","Diesel","4x4",56548
"385","Mitsubishi","L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel","2010","Diesel","4x4",58633
"386","Mitsubishi","L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel","2011","Diesel","4x4",62000
"387","Mitsubishi","L200 OUTDOOR GLS 2.5 4X4 CD TDI Diesel","2012","Diesel","4x4",70614
"388","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Mec.","2007","Diesel","4x4",51798
"389","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Mec.","2008","Diesel","4x4",53260
"390","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Mec.","2009","Diesel","4x4",59816
"391","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Mec.","2010","Diesel","4x4",61504
"392","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Mec.","2011","Diesel","4x4",67282
"393","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Mec.","2012","Diesel","4x4",69180
"394","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Aut.","2007","Diesel","4x4",55578
"395","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Aut.","2008","Diesel","4x4",57135
"396","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Aut.","2009","Diesel","4x4",58735
"397","Mitsubishi","L200 OUTDOOR HPE 2.5 4x4 CD T.Dies. Aut.","2010","Diesel","4x4",60380
"398","Kia Motors","Bongo K-2700 2.7 4x4 Basculante Diesel","2007","Diesel","4x4",35854
"399","Kia Motors","Bongo K-2700 2.7 4x4 Basculante Diesel","2008","Diesel","4x4",40120
"400","Audi","Q7 4.2 V8 40V 350cv Quattro Tiptronic","2007","Gasolina","AWD",70269
"401","Audi","Q7 4.2 V8 40V 350cv Quattro Tiptronic","2008","Gasolina","AWD",77236
"402","Audi","Q7 4.2 V8 40V 350cv Quattro Tiptronic","2009","Gasolina","AWD",92616
"403","Audi","Q7 4.2 V8 40V 350cv Quattro Tiptronic","2010","Gasolina","AWD",108178
"404","Land Rover","Discovery3 S 4.0 V6 4x4 215cv Aut.","2007","Gasolina","4x4",58226
"405","Land Rover","Discovery3 S 4.0 V6 4x4 215cv Aut.","2008","Gasolina","4x4",61880
"406","Land Rover","Discovery3 S 4.0 V6 4x4 215cv Aut.","2009","Gasolina","4x4",63626
"407","GM - Chevrolet","TRACKER 2.0 16v 128cv MPFI 4x4 5p","2007","Gasolina","4x4",33196
"408","GM - Chevrolet","TRACKER 2.0 16v 128cv MPFI 4x4 5p","2008","Gasolina","4x4",37328
"409","GM - Chevrolet","TRACKER 2.0 16v 128cv MPFI 4x4 5p","2009","Gasolina","4x4",39042
"410","Volvo","S80 4.4 V8 315cv AWD Aut.","2007","Gasolina","AWD",55220
"411","Volvo","S80 4.4 V8 315cv AWD Aut.","2008","Gasolina","AWD",65843
"412","Volvo","S80 4.4 V8 315cv AWD Aut.","2009","Gasolina","AWD",83803
"413","Volvo","S80 4.4 V8 315cv AWD Aut.","2010","Gasolina","AWD",89075
"414","Mercedes-Benz","GL-500 5.5 V8 32V 4x4 388cv Aut.","2007","Gasolina","4x4",80329
"415","Mercedes-Benz","GL-500 5.5 V8 32V 4x4 388cv Aut.","2008","Gasolina","4x4",86811
"416","Mercedes-Benz","GL-500 5.5 V8 32V 4x4 388cv Aut.","2009","Gasolina","4x4",113266
"417","Mercedes-Benz","GL-500 5.5 V8 32V 4x4 388cv Aut.","2010","Gasolina","4x4",117888
"418","Mercedes-Benz","GL-500 5.5 V8 32V 4x4 388cv Aut.","2011","Gasolina","4x4",131267
"419","Mercedes-Benz","GL-500 5.5 V8 32V 4x4 388cv Aut.","2012","Gasolina","4x4",192036
"420","Mercedes-Benz","GL-500 5.5 V8 32V 4x4 388cv Aut.","2013","Gasolina","4x4",296937
"421","Mitsubishi","Airtrek 2.0 16V TB-IC 202cv 4x4 5p","2007","Gasolina","4x4",35512
"422","Nissan","Frontier LE CD 4x4 2.5 TB dies.(Import.)","2007","Gasolina","4x4",68146
"423","Kia Motors","Sorento EX 3.8 V6 24V 267cv 4x4 Aut.","2007","Gasolina","4x4",36927
"424","Kia Motors","Sorento EX 3.8 V6 24V 267cv 4x4 Aut.","2008","Gasolina","4x4",39776
"425","Kia Motors","Sorento EX 3.8 V6 24V 267cv 4x4 Aut.","2009","Gasolina","4x4",42192
"426","BMW","X5 Sport 4.8 4x4 V8 32V 355cv","2007","Gasolina","4x4",77622
"427","BMW","X5 Sport 4.8 4x4 V8 32V 355cv","2008","Gasolina","4x4",81161
"428","BMW","X5 Sport 4.8 4x4 V8 32V 355cv","2009","Gasolina","4x4",83451
"429","BMW","X5 Sport 4.8 4x4 V8 32V 355cv","2010","Gasolina","4x4",90658
"430","Hyundai","VERACRUZ GLS 3.8 4WD Aut.","2007","Gasolina","4x4",41362
"431","Hyundai","VERACRUZ GLS 3.8 4WD Aut.","2008","Gasolina","4x4",43488
"432","Hyundai","VERACRUZ GLS 3.8 4WD Aut.","2009","Gasolina","4x4",45601
"433","Hyundai","VERACRUZ GLS 3.8 4WD Aut.","2010","Gasolina","4x4",50986
"434","Hyundai","VERACRUZ GLS 3.8 4WD Aut.","2011","Gasolina","4x4",54006
"435","Hyundai","VERACRUZ GLS 3.8 4WD Aut.","2012","Gasolina","4x4",67359
"436","Land Rover","Discovery3 SE 2.7 4x4 TDI Diesel Aut.","2008","Diesel","4x4",75453
"437","Land Rover","Discovery3 SE 2.7 4x4 TDI Diesel Aut.","2009","Diesel","4x4",80120
"438","Jeep","Wrangler Sport 3.8 V6 199cv","2007","Gasolina","4x4",108409
"439","Jeep","Wrangler Sport 3.8 V6 199cv","2008","Gasolina","4x4",111907
"440","Jeep","Wrangler Sport 3.8 V6 199cv","2009","Gasolina","4x4",130511
"441","Jeep","Wrangler Sport 3.8 V6 199cv","2010","Gasolina","4x4",144059
"442","Jeep","Wrangler Sport 3.8 V6 199cv","2011","Gasolina","4x4",157612
"443","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2007","Gasolina","AWD",43095
"444","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2008","Gasolina","AWD",45743
"445","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2009","Gasolina","AWD",49614
"446","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2010","Gasolina","AWD",51014
"447","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2011","Gasolina","AWD",79079
"448","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2012","Gasolina","AWD",82704
"449","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2013","Gasolina","AWD",106326
"450","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2014","Gasolina","AWD",109325
"451","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2015","Gasolina","AWD",137527
"452","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2016","Gasolina","AWD",184094
"453","VW - VolksWagen","TOUAREG 3.6 24V V6 280cv Tiptronic 5p","2017","Gasolina","AWD",223522
"454","Volvo","XC 90 3.2 238cv AWD 5p","2008","Gasolina","AWD",37898
"455","Volvo","XC 90 3.2 238cv AWD 5p","2009","Gasolina","AWD",47283
"456","Volvo","XC 90 3.2 238cv AWD 5p","2010","Gasolina","AWD",48617
"457","Volvo","XC 90 3.2 238cv AWD 5p","2011","Gasolina","AWD",50000
"458","Volvo","XC 90 3.2 238cv AWD 5p","2012","Gasolina","AWD",79650
"459","Volvo","XC 90 3.2 238cv AWD 5p","2013","Gasolina","AWD",88930
"460","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2008","Diesel","4x4",84370
"461","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2009","Diesel","4x4",91025
"462","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2010","Diesel","4x4",93593
"463","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2011","Diesel","4x4",96214
"464","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2012","Diesel","4x4",110728
"465","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2013","Diesel","4x4",121660
"466","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2014","Diesel","4x4",131787
"467","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2015","Diesel","4x4",140072
"468","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2016","Diesel","4x4",147713
"469","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Aut","2017","Diesel","4x4",159123
"470","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2008","Flex","4x4",59460
"471","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2009","Flex","4x4",66774
"472","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2010","Flex","4x4",72503
"473","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2011","Flex","4x4",74549
"474","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2012","Flex","4x4",83442
"475","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2013","Flex","4x4",88733
"476","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2014","Flex","4x4",96499
"477","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2015","Flex","4x4",103540
"478","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2016","Flex","4x4",110119
"479","Mitsubishi","L200 Triton HPE 3.5 CD V6 24V Flex Aut.","2017","Flex","4x4",118685
"480","Mahindra","SCORPIO 2.6 CD TB Diesel CRDe 4x4","2008","Diesel","4x4",33111
"481","Mahindra","SCORPIO 2.6 CD TB Diesel CRDe 4x4","2009","Diesel","4x4",38384
"482","Mahindra","SCORPIO 2.6 CD TB Diesel CRDe 4x4","2010","Diesel","4x4",41317
"483","Mahindra","SCORPIO 2.6 CD TB Diesel CRDe 4x4","2011","Diesel","4x4",46639
"484","Mahindra","SCORPIO 2.6 CD TB Diesel CRDe 4x4","2012","Diesel","4x4",47955
"485","Mahindra","SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4","2008","Diesel","4x4",29168
"486","Mahindra","SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4","2009","Diesel","4x4",33826
"487","Mahindra","SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4","2010","Diesel","4x4",34917
"488","Mahindra","SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4","2011","Diesel","4x4",38095
"489","Mahindra","SCORPIO 2.6 CS/ Chassi TB Dies. CRDe 4x4","2012","Diesel","4x4",40676
"490","Mahindra","SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD","2008","Diesel","4x4",37727
"491","Mahindra","SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD","2009","Diesel","4x4",40870
"492","Mahindra","SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD","2010","Diesel","4x4",42189
"493","Mahindra","SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD","2011","Diesel","4x4",50114
"494","Mahindra","SCORPIO GLX SUV 2.6 TB Diesel CRDe 4WD","2012","Diesel","4x4",51528
"495","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2008","Diesel","4x4",83417
"496","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2009","Diesel","4x4",86063
"497","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2010","Diesel","4x4",88473
"498","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2011","Diesel","4x4",90951
"499","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2012","Diesel","4x4",100360
"500","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2013","Diesel","4x4",103191
"501","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2014","Diesel","4x4",106868
"502","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2015","Diesel","4x4",109883
"503","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2016","Diesel","4x4",120000
"504","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2017","Diesel","4x4",124437
"505","Mitsubishi","L200 Triton HPE 3.2 CD TB Int.Diesel Mec","2018","Diesel","4x4",134156
"506","Nissan","Frontier SEL CD 4x4 2.5 TB Diesel","2008","Diesel","4x4",81243
"507","Nissan","Frontier SEL CD 4x4 2.5 TB Diesel Aut.","2008","Diesel","4x4",81602
"508","Land Rover","Defender 110 2.4 122cv T.Diesel","2007","Diesel","4x4",195164
"509","Land Rover","Defender 110 2.4 122cv T.Diesel","2008","Diesel","4x4",243721
"510","Land Rover","Defender 110 2.4 122cv T.Diesel","2009","Diesel","4x4",259996
"511","Land Rover","Defender 110 2.4 122cv T.Diesel","2010","Diesel","4x4",304328
"512","Land Rover","Defender 110 2.4 122cv T.Diesel","2011","Diesel","4x4",352945
"513","Land Rover","Defender 90 2.4 122cv T.Diesel","2007","Diesel","4x4",171764
"514","Land Rover","Defender 90 2.4 122cv T.Diesel","2008","Diesel","4x4",176608
"515","Land Rover","Defender 90 2.4 122cv T.Diesel","2009","Diesel","4x4",189424
"516","Land Rover","Defender 90 2.4 122cv T.Diesel","2010","Diesel","4x4",194766
"517","Land Rover","Defender 90 2.4 122cv T.Diesel","2011","Diesel","4x4",262312
"518","Dodge","Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.","2007","Diesel","4x4",130201
"519","Dodge","Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.","2008","Diesel","4x4",134118
"520","Dodge","Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.","2009","Diesel","4x4",139021
"521","Dodge","Ram 2500 TROPIVAN 5.9 SLT TDI 4x4 Dies.","2010","Diesel","4x4",145525
"522","BMW","X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.","2008","Gasolina","4x4",70950
"523","BMW","X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.","2009","Gasolina","4x4",78013
"524","BMW","X5 Endurance 4.8is 4x4 V8 32V 355cv Aut.","2010","Gasolina","4x4",83136
"525","Subaru","Impreza WRX 2.5 16V TB 4x4 5p","2007","Gasolina","4x4",46584
"526","Subaru","Impreza WRX 2.5 16V TB 4x4 5p","2008","Gasolina","4x4",60920
